_word,sense
АКАШАВАНИ,<p><b>Акашавани</b> [<i>санскр.</i>] — эфирный голос; небесный голос.</p>
АКАШАГАРБХА,"<p><b>Акашагарбха</b> (тиб. пат mkha'i snying po) — букв.: «Сердце Пространства». Имя одного из восьми великих бодхисаттв махаяны. Воплощение щедрости. Амрита (тиб. bdud rtsi) - букв.: «бессмертный». «Живая вода», используемая в медитационных практиках Ваджраяны. [Источник: Бодхичарья-аватара, словарь.]</p>"
АКАША-МАНДАЛЯ,<p><b>Акаша-Мандаля</b> [<i>санскр.</i>] — область эфира.</p>
АКАША-НИЛЯ,<p><b>Акаша-Ниля</b> [<i>санскр.</i>] — голубизна неба.</p>
АКАША-ТАТТВА,<p><b>Акаша-Таттва</b> [<i>санскр.</i>] — эфирная первопричина.</p>
АКАШИ МУДРА,"<p><b>Акаши мудра</b> (akashi mudra) [<i>санскр.</i>] — мудра, которая предполагает пристальное вглядывание вверх.</p>"
АК-БЕШИМ,"<p><b>АК-БЕШИМ</b> — городище в Чуйской долине на сев. Киргизии, к востоку от г. Фрунзе, где раскопаны два будд. храмовых комплекса 6-8 вв. Первый представлял собой прямоугольное в плане сооружение с большим внутр. двором, группой помещений у входа и группой культовых строений (восьмиколонный зал и святилище, окруженное с трех сторон обводным коридором). В зале и святилище при раскопках найдены многочисл. фрагменты глиняных и металлич. будд. фигур и др. культовых предметов. Второй храм, квадратный в плане, был окружен по периметру обводным коридором. Храм включал внутр. двор и крестовидное в плане святилище, окруженное с трех сторон обходным коридором. В святилище найдены фрагменты глиняных раскрашенных будд. статуй и лепных архитектурных украшений. [Источник: словарь буддийских терминов (1).]</p>"
АКЛИШТА,"<p><b>Аклишта</b> [<i>санскр.</i>] — непознаваемый, неразличимый, небеспокоящий, не причиняющий боль.</p>"
АКРАМА,<p><b>Акрама</b> [<i>санскр.</i>] — без последовательности.</p>
АКРИТАБХИГАМА,"<p><b>Акритабхигама</b> [<i>санскр.</i>] — случай плодотворных действий, которые не имели места.</p>"
АКРИШНА,<p><b>Акришна</b> [<i>санскр.</i>] — не чёрный; белый или чистый.</p>
АКРОДХА,<p><b>Акродха</b> [<i>санскр.</i>] — отсутствие гнева.</p>
АКРТИ,<p><b>Акрти</b> [<i>санскр.</i>] — статуя.</p>
АКТА,"<p><b>Акта</b> [<i>санскр.</i>] — активный, быстро идти, бежать, ждать.</p>"
АКТЕР,"<p><b>АКТЕР</b> (<i>англ.</i> Actor) — Урок образа Актера заключается в том, что, увлеченно работая над совершенствованием образа своей роли и проникаясь разнообразными проявлениями этой несуществующей личности, Актер может позабыть, что он лишь играет эту роль, но на самом деле его индивидуальность отличается от его образа на сцене. «Бхагавад-Гита» подчеркивает учение о том, что актер может достичь большего совершенства, безупречно выполняя свои собственные естественные обязанности в реальной жизни, но при этом он должен быть хозяином себя и не позволять импульсам низшего Я уводить его в сторону. См. также Символические Образы. [Источник: словарь йоги.]</p>"
АКУЛА,"<p><b>Акула</b> [<i>санскр.</i>] — облик Шивы в Шакти; простой, обычный.</p>"
АКУНЧАНА,<p><b>Акунчана</b> [<i>санскр.</i>] — сжатие.</p>
АКУСАЛА,"<p><b>АКУСАЛА</b> (пали) — неблагоприятная карма, создаваемая невежеством, тщеславием и ненавистью. Символами этих пороков являются черная свинья, красный петух, зеленая змея. [Источник: словарь буддийских терминов (1).]</p>"
АКУСИДА,<p><b>Акусида</b> [<i>санскр.</i>] — свободный от вожделения и отвращения.</p>
АКУШАЛА,"<p><b>АКУШАЛА</b> — сс. АКУСАЛА - пали. Неблагой. Дурной. Греховный. То, что препятствует освобождению. Представление о неблагом в «Махабхарате» обозначено как «неисполнение агнихотры, непочтительность к коровам, к гостям и родственникам, к детям, к супруге, слугам». В буддизме проблема благого и неблагого подробно изложена в одном из разделов («Пратимокша») палийского канона («Трипитака»), в связи с чем учение называют этическим. Корнями недобродетели признаются неведение (авидья), духовная слепота, заблуждение (моха), желания, жадность, алчность (танха, триша, лобха) и ненависть, неприязнь (двеша). Смертными грехами, которые нельзя искупить в течение одной жизни, считаются убийство матери, отца, святого, будды, раскол общины. Только спонтанные действия не имеют кармических последствий. Хорошие, благие (кушала) поступки только облегчают, улучшают следующее рождение, но сами по себе освобождения не приносят. Из трех видов действий (поступки, слова и мысли) самыми неблагоприятными оказываются помыслы, дурные намерения как наиболее осознанные. В каждом конкретном случае важны мотивы, отягчающие обстоятельства и т. д. [Источник: словарь буддийских терминов (2).]</p>"
АКХАНДА,<p><b>Акханда</b> [<i>санскр.</i>] — неразрушимый; неделимый; постоянный.</p>
АКХАНДА-БРАХМАЧАРЬЯ,<p><b>Акханда-Брахмачарья</b> [<i>санскр.</i>] — нерушимое безбрачие.</p>
АКХАНДАЙКАРАСА,<p><b>Акхандайкараса</b> [<i>санскр.</i>] — одна неделимая сущность.</p>
АКХАНДАЙКАРАСАВРИТТИ,"<p><b>Акхандайкарасавритти</b> [<i>санскр.</i>] — Саттвическая гомогенная Брахмакара Вритти, которая вызывается медитацией на Брахмане.</p>"
АКХАНДАКАРА,<p><b>Акхандакара</b> [<i>санскр.</i>] — природа неделимости.</p>
АКХАНДА-МАУНА,<p><b>Акханда-Мауна</b> [<i>санскр.</i>] — нерушимое безмолвие.</p>
АКХАНДАНАНДА,<p><b>Акхандананда</b> [<i>санскр.</i>] — неразрушимое Блаженство.</p>
АКХАНДА-САМАДХИ,<p><b>Акханда-Самадхи</b> [<i>санскр.</i>] — нерушимое сверхсознательное состояние.</p>
АКХЕТА,<p><b>Акхета</b> [<i>санскр.</i>] — охота.</p>
АКХИЛАМ,<p><b>Акхилам</b> [<i>санскр.</i>] — полностью.</p>
АКХЬЯНА,<p><b>Акхьяна</b> [<i>санскр.</i>] — рассказ; разновидность мифологических рассказов.</p>
АКША,<p><b>Акша</b> [<i>санскр.</i>] — глаз.</p>
АКШАПАДА,<p><b>Акшапада</b> [<i>санскр.</i>] — букв. смотрящий под ноги (он же Готама Сакья т.е. Будда Сакья Муни).</p>
АКШАРА,"<p><b>Акшара</b> [<i>санскр.</i>] — неумирающий; буква или символ; бессмертный Брахман; то, что никогда не тратится бесполезно.</p>"
АКШАРА-ВИДЬЯ,<p><b>Акшара-Видья</b> [<i>санскр.</i>] — бессмертное Знание; процесс медитации на Брахмане.</p>
АКШАРАМ,<p><b>Акшарам</b> [<i>санскр.</i>] — слог ОМ.</p>
АКШАРАТ ПАРАТАХ ПАРАХ,"<p><b>Акшарат Паратах Парах</b> [<i>санскр.</i>] — больше, чем Великий Бессмертный.</p>"
АКШАРАТМА,<p><b>Акшаратма</b> [<i>санскр.</i>] — бессмертное Я.</p>
АКШАРА-ШУДДХИ,<p><b>Акшара-Шуддхи</b> [<i>санскр.</i>] — ясное произношение букв (Мантр).</p>
АКШАЯ,<p><b>Акшая</b> [<i>санскр.</i>] — вечно продолжающийся; нескончаемый.</p>
АКШАЯХ,<p><b>Акшаях</b> [<i>санскр.</i>] — вечный.</p>
АКШМАЛА,<p><b>Акшмала</b> [<i>санскр.</i>] — четки.</p>
АКШОБХА,<p><b>Акшобха</b> [<i>санскр.</i>] — безэмоциональность; не беспокоящийся; отсутствие волнения.</p>
АКШОБХЬЯ,"<p><b>Акшобхья</b> [<i>санскр.</i>] — невозмутимый, неколебимый.</p><p><b>АКШОБХЬЯ</b> (санскр.) — будда в мифологии махаяны и ваджраяны, олицетворение бесстрастия, невозмутимости. Впервые упоминается в текстах первых веков до н. э. В ваджраяне А. - один из 5 дхьяни-будд (см. Панча-татхагата). С ним ассоциируются: страна света - Восток, цвет - голубой, животное - слон, чувство - осязание, элемент - вода, символ - ваджра; его женское соответствие (праджня) - Лочана, эманирующий из него бодхисаттва - Ваджрапани; чаще всего его изображают сидящим на голубом лотосе. Как объект культа А. почитается в Непале, Тибете, был популярен в др.-яванском буддизме. [Источник: словарь буддийских терминов (1).]</p>"
АЛ,<p><b>Ал</b> [<i>санскр.</i>] — Подружек.</p>
АЛАБ,<p><b>Алаб</b> [<i>санскр.</i>] — потерял.</p>
АЛАБДХА БХУМИКАТВА,"<p><b>Алабдха бхумикатва</b> [<i>санскр.</i>] — неспособный выполнять взятых обязательств, упускающий суть.</p>"
АЛАМБ,<p><b>Аламб</b> [<i>санскр.</i>] — висеть.</p>
АЛАМБА,<p><b>Аламба</b> (alamba) [<i>санскр.</i>] — поддерживаемый.</p>
АЛАМБАНА,"<p><b>Аламбана</b> [<i>санскр.</i>] — поддерживаемый, зависящий от чего-то.</p><p><b>АЛАМБАНА, АЛАМБХАНА</b> — сс. АРАММАНА - пали. Схватывание. Удержание. В буддизме термин применяют для обозначения состояния, в котором субъект «схватывает» сознанием внешний объект (васту, вастука, васту-рупа), создавая его ментальный образ (вишая) как нереальный плод ментального конструирования. Опираясь на него, сознание принимает собственные создания за истинную реальность и оперирует ими при мышлении. Поэтому аламбану называют опорой разума. Такое познание условно, оно соответствует мирскому уровню сознания. Только достигнув высшего уровня состояния сознания, адепт может постичь через интуитивную мудрость истинную сущность вещей, их «таковость» (татхата). [Источник: словарь буддийских терминов (2).]</p>"
АЛАСЬЯ,"<p><b>Аласья</b> [<i>санскр.</i>] — леность, лень.</p>"
АЛАТЫРЬ,"<p><b>АЛАТЫРЬ</b> – Небесный камень. Светой камень Шамбалы (Чинтомани) лишь его осколок. Находится в Арктиде. На камень Алатырь была спущена с Небес Голубиная (Глубинная) книга – древние Веды («ал» – высший, «ла» – душа, «тырь» – присваивай, прячь: то есть камень, содержащий Великую душу). [Источник: словарь ведических терминов.]</p>"
АЛАЯВИДЖНЯНА,"<p><b>АЛАЯВИДЖНЯНА, АЛАЙЯВИДЖНЯНА, АЛАЯ</b> — сс. Высший уровень состояния сознания, который достигается человеком, согласно учению буддийской школы виджнянавада. Создав модель восьмиединого сознания (астаявиджняна), виджнянавадины утверждают, что она непротиворечиво объясняет все проблемы сознания и освобождения, а потому свое учение считает «третьим поворотом колеса Учения» его кульминацией. Алая, как высший вид сознания, включает в себя все остальные семь видов, связанные с восприятием, с органами чувств, с обработкой информации и с сс. оценкой. При этом она выступает как творческий, феноменальный аспект абсолюта (татхата), причина существования мира. Её называют сознанием-сокровищницей, объединенным сознанием, хранилищем, складом семян (биджа) всего, из чего состоит мир. Индивидуальная алая, присутствующая в сознании человека, связана с космической алаей и через неё - с абсолютом. Считается, что она не является субстанцией, но субстратна. Её собственная природа - чистое сознание, мысль, только сознание (читта-матра). Источником сс. энергии служит скрытая сила (анадава-сана). Формирование алаи в абсолюте обусловлено неведением, авидьей, загрязняющей абсолют. Семена аффектов (клеша), созревая в алае, становятся причиной волнения, вспышек элементов бытия (дхарма) и самого бытия иллюзорного мира.<br/>В учении описывается механизм созревания семян, «искуривания» их из алаи и поступления к органам чувств, где на основании возникших там ощущений образуются новые следы-потенции, восходящие к алае и хранящиеся в ней как семена аффектов. Таким образом, алая выполняет функции и причины, и следствия, что возможно за счёт механизма обратной связи. Деятельность алаи спонтанна и не содержит ни целеполагания, ни замысла. Её связь с низшими формами сознания происходит «по привычке», т. е. автоматически, при участии функционального комплекса, называемого манасом и объединяющего некоторые функции шестого и седьмого видов сознания. Адепт может постичь индивидуальный аспект алаи в состоянии просветления. Для постижения сс. абсолютного, космического аспекта необходимо преобразование всего поля своего сознания и полное очищение его от кармических семян в процессе духовной практики. При этом происходит переход в состояние абсолюта и освобождение. Алае синонимичен термин «татхагатагарбха». [Источник: словарь буддийских терминов (2).]</p>"
АЛАЯ-ВИДЖНЯНА,"<p><b>АЛАЯ-ВИДЖНЯНА</b> (санскр. - сознание-сокровищница, или всесохраняющее сознание) — единое первонач. индивидуальное сознание, к-рое невыразимо. В нем накапливаются следы всех прошлых деяний (карма) и содержатся определяемые кармой ростки всех возможных идей и объектов, являющихся модусами этого сознания. А.-в. не является абсолютом, оно только относительно реально, т. к. соотносится с феноменальным миром, к-рый, согласно йогачарам, добавившим этот вид сознания к шести традиционным для буддизма видам сознания, иллюзорен. В ряду конструируемых А.-в. идей возникают также ошибочные понятия о Я как личности и о не-Я - феноменальном мире. Ашвагхоша считал А.-в. ступенью в эволюции к таковости (татхата), к-рую можно отождествить с абсолютом. С прекращением действия кармы А.-в. угасает в нирване, где снимается дуализм Я и не-Я. [Источник: словарь буддийских терминов (1).]</p>"
АЛИ,"<p><b>Али</b> [<i>санскр.</i>] — противопоставляющий Себя Лелю, олицетворяющий отвратительное, ложь.</p>"
АЛИНГА,"<p><b>Алинга</b> [<i>санскр.</i>] (а = отрицательная частица; линга = метка, признак) без признака, невыраженная форма, не имеющий отличительных признаков; без отметки; безличный.</p><p><b>АЛИНГА</b> (<i>англ.</i> Alinga) — То, что не обладает атрибутами или характерными признаками (линга). Таким образом, это Верховное Существо: Парабрахман в веданте, Парамашива в йоге, и Пара (Парама-Вишну) в «Бхагавад-Гите». [Источник: словарь йоги.]</p>"
АЛЛАХ АКБАР,"<p><b>«АЛЛАХ АКБАР»</b> – «Нет Бога выше Аллаха» («ак» – аки, как, «бар» – барин, владыка). [Источник: словарь ведических терминов.]</p>"
АЛЛАХ,"<p><b>АЛЛАХ</b> – Параматма («ал» – высший, «ла» – душа).  [Источник: словарь ведических терминов.]</p>"
АЛЛИГАТОР,"<p><b>АЛЛИГАТОР</b> (<i>англ.</i> Alligator) — Урок образа Аллигатора заключается в том, что человек, живущий только ради удовлетворения чувственных желаний собственного тела, подобен тому, кто вознамерившись пересечь реку, становится на аллигатора, спутав его с бревном. См. также Символические Образы. [Источник: словарь йоги.]</p>"
АЛЛИЛУЙЯ,"<p><b>АЛЛИЛУЙЯ</b> – прославление Всевышнего («ал» – высший, «лилуй я» произошло от «ликуй» – восторг, радость, восславление, «лико» – лик, лицо, образ). [Источник: словарь ведических терминов.]</p>"
АЛО,<p><b>Ало</b> [<i>санскр.</i>] — не предпринимает.</p>
АЛОКА,"<p><b>Алока</b> [<i>санскр.</i>] — видение, свет, сияние, сверкание, блеск.</p>"
АЛОКЬЯ,"<p><b>Алокья</b> [<i>санскр.</i>] — инсайт, проникновение в суть.</p>"
АЛОЧАНА,<p><b>Алочана</b> [<i>санскр.</i>] — глубокое мышление; внимание; размышление; отражение.</p>
АЛПАДИ,<p><b>Алпади</b> [<i>санскр.</i>] — глупый.</p>
АЛПАКА,<p><b>Алпака</b> [<i>санскр.</i>] — маленький.</p>
АЛПАМ,"<p><b>Алпам</b> [<i>санскр.</i>] — маленький, незначительный, тривиальный.</p>"
АЛТАРЬ,"<p><b>АЛТАРЬ</b> – место для свещеннодействия («ал» – высший, «тарь» – тара, место хранения, сохранения). [Источник: словарь ведических терминов.]</p>"
АЛХИМИЯ,"<p><b>АЛХИМИЯ</b> – духовная химия («ал» – высший). В отличие от материалистической химии, знает, как с помощью жизни (духа) один химически чистый элемент превратить в другой. Например: если семена крессалата посеять в чистой сере и поливать дистиллированной водой, а затем выросший салат сжечь в тигле и посмотреть, из чего состоит зола, то в ней обнаружатся кремний, калий, кальций, железо и другие химические элементы. Можно взять икринку устрицы и поместить в аквариум с водой, не содержащей кальция. Устрица вырастает, ничем не отличаясь от контрольных, и её створки также состоят почти из чистого кальция. Данные опыты подтверждают возможность преобразования одного химического элемента в другой и обличают заблуждение материалистической химии, которая не признаёт и старательно замалчивает эти факты. [Источник: словарь ведических терминов.]</p>"
АЛЬПА,<p><b>Альпа</b> [<i>санскр.</i>] — маленький.</p>
АЛЯКШАНА,<p><b>Алякшана</b> [<i>санскр.</i>] — без каких-либо отличительных отметок.</p>
АЛЯМБАНА,<p><b>Алямбана</b> [<i>санскр.</i>] — поддержка.</p>
АЛЯМБАНА-ПРАТЬЯЯ,<p><b>Алямбана-Пратьяя</b> [<i>санскр.</i>] — основная идея или основной смысл.</p>
АЛЯТА-ЧАКРА,"<p><b>Алята-Чакра</b> [<i>санскр.</i>] — огненный круг; иллюзия, вызванная круговым движением палки, подожжённой с одного конца.</p>"
АЛЯЯ ВИДЖНАНА,"<p><b>Аляя Виджнана</b> [<i>санскр.</i>] — внутреннее познание; высшее состояние, согласно Йогачарам; синоним Бхута-Татхата.</p>"
АЛЯЯ-ВИДЖНАНА-ПРАВАНА,<p><b>Аляя-Виджнана-Правана</b> [<i>санскр.</i>] — тренировка самопознания.</p>
АМ,<p><b>Ам</b> [<i>санскр.</i>] — пропетое.</p>
АМААВАСЬЯ,<p><b>Амаавасья</b> [<i>санскр.</i>] — ночь новолуния.</p>
АМАВАСЬЯ,"<p><b>Амавасья</b> (amavasya) [<i>санскр.</i>] — пятнадцатый день после полнолуния (или II-ой половины лунного месяца), когда на небе абсолютно нет луны.</p>"
АМАЙЯ,<p><b>Амайя</b> [<i>санскр.</i>] — свободный от Майи; свободный от нечистоты Майи.</p>
АМАКАРА,<p><b>Амакара</b> [<i>санскр.</i>] — имя царя.</p>
АМАЛА,<p><b>Амала</b> [<i>санскр.</i>] — чистый.</p>
АМАЛАКИ,<p><b>Амалаки</b> [<i>санскр.</i>] — крыжовник.</p>
АМАЛАН,<p><b>Амалан</b> [<i>санскр.</i>] — чистый.</p>
АМАЛЯКА,<p><b>Амаляка</b> [<i>санскр.</i>] — алыча (Эмбелика Миробалан).</p>
АМАНА,<p><b>Амана</b> [<i>санскр.</i>] — отсутствие ума; безмыслие.</p>
АМАНАВА,<p><b>Аманава</b> [<i>санскр.</i>] — не человек; суперчеловек.</p>
АМАНАСКАТА,<p><b>Аманаската</b> [<i>санскр.</i>] — состояние безмыслия.</p>
АМАНАСКАТВА,<p><b>Аманаскатва</b> [<i>санскр.</i>] (а = отрицательная частица; манас = ум) состояние бытия. В нем ум не оказывает своего влияния.</p>
АМАНАХСТХА,"<p><b>Аманахстха</b> [<i>санскр.</i>] — тот, кто достиг безмыслия.</p>"
АМАР БАЯСГАЛАНТ,"<p><b>АМАР БАЯСГАЛАНТ, Амар хийд</b> — будд. монастырь в Монголии, заложенный в 1728 по приказу маньчж. императора в качестве усыпальницы умершего в 1723 Ундур-гэгэна, первого главы ламаистской церкви Монголии. В 1737 строительство было закончено. А. Б. - один из лучших образцов ср.-век. монг. культового зодчества, при создании к-рого были использованы последние достижения в кит. и монг. строительном искусстве (напр., система внутр. водостока, грунтовка глиной, замешенной на свиной или конской крови, и др.). В А. Б. имелись неск. храмов и 2 усыпальницы с мощами в виде мумифицированных тел первого и четвертого главы монг. церкви - живых богов, перерожденцев Джебцзун-дамба-хутухты. В кон. 30-х гг. 20 в. А. Б. был предназначен к уничтожению, как и значит, большинство монастырей и храмов Монголии, но случайно уцелел. В кон. 70-х гг. началась реставрация А. Б., принято решение о создании в нем музейного комплекса. [Источник: словарь буддийских терминов (1).]</p>"
АМАР,<p><b>Амар</b> [<i>санскр.</i>] — лето.</p>
АМАРА,<p><b>Амара</b> [<i>санскр.</i>] — бессмертный.</p>
АМАРАВАТИ,"<p><b>АМАРАВАТИ</b> — место вблизи Мадраса (Индия), где сохранились образцы будд. изобразительного искусства 2 в. до н. э. - 3 в. н. э. (рельефы на ограде и цоколе ступы). Искусство А. представляет собой синтез сев. и южноинд. скульптуры, для к-рого характерны ярко выраженная экспрессия и динамизм изображаемых массовых сцен. [Источник: словарь буддийских терминов (1).]</p>"
АМАРА-ПУРУША,"<p><b>Амара-Пуруша</b> [<i>санскр.</i>] — бессмертный человек типа Нарады, Санаткумара и т.д.; тот, у кого нет смерти.</p>"
АМАРОЛИ,"<p><b>Амароли</b> (amaroli) [<i>санскр.</i>] — тантрическая практика, восходящая к йогическому направлению Капалика, в которой средняя часть струи мочи выпивается или применяется наружно.</p>"
АМАРША,<p><b>Амарша</b> [<i>санскр.</i>] — смесь эмоции гнева с эмоцией ревности.</p>
АМАТРА,<p><b>Аматра</b> [<i>санскр.</i>] — не имеющий меры.</p>
АМАТЬЯ,<p><b>Аматья</b> [<i>санскр.</i>] — союзник.</p>
АМБА,<p><b>Амба</b> [<i>санскр.</i>] — мать.</p>
АМБАРА,"<p><b>Амбара</b> [<i>санскр.</i>] — небо; эфир; одежда; циркуль, компас.</p>"
АМБЕДКАР БИМ РАО,"<p><b>Амбедкар Бим Рао</b> (1891 - 1956) — обществ. и политич. деятель Индии. Входил в законодательную ассамблею Бомбея, был министром юстиции центр. пр-ва, участником разработки проекта нынешней конституции. Выступал за улучшение условий жизни неприкасаемых. В окт. 1956 А. и 0,5 млн его последователей отреклись от индуизма и приняли буддизм. Основал Индийское будд. об-во в г. Нагпур. [Источник: словарь буддийских терминов (1).]</p>"
АМБУ,<p><b>Амбу</b> [<i>санскр.</i>] — вода.</p>
АМБХАСА,<p><b>Амбхаса</b> [<i>санскр.</i>] — вода.</p>
АМЗУ,"<p><b>Амзу</b> [<i>санскр.</i>] — смысл, тряпка, список.</p>"
АМИ,"<p><b>Ами</b> [<i>санскр.</i>] — эти, все те, все эти.</p>"
АМИДА,"<p><b>АМИДА</b> (яп.), 0дпагме (тиб.) — см. Амитабха. [Источник: словарь буддийских терминов (1).]</p>"
АМИДАИЗМ,"<p><b>АМИДАИЗМ</b> (иногда Амидизм ) — одно из ведущих направлений буддизма на Дальнем Востоке, возникшее и оформившееся в 5-6 вв. в Китае. Получило название по имени гл. будды этого течения - Амиды. Канонич. текстами А. являются Три сутры об Амиде, в к-рых отражены осн. догматич. положения данного направления. Целью адепта А. является возрождение после смерти в чистой земле Амиды, будд. рае, где ему уготована вечная счастливая жизнь. На учение А. о чистой земле несомненное влияние оказывали даосские представления о бессмертных, ведущих блаженное существование на далеком острове в океане. Возрождение в чистой земле возможно только при помощи будды Амиды, который дал обет перенести все живые существа после их смерти в свой рай. Верующий в спасительную силу Амиды должен молить будду о помощи, повторяя сакральную фразу Слава будде Амиде! и совершая благодетельные поступки. А. получил широкое распространение прежде всего среди сельского населения, хотя в число его приверженцев входила и какая-то часть имущих слоев. В Китае ведущей школой А. была Цзинту-цзун, теоретики к-рой систематизировали догматич. положение Трех сутр об Амиде и разработали доктринальный комплекс А. как религ. течения. В Японии, где А. приобрел исключит, популярность в 13 в., возникло четыре гл. школы в рамках этого течения - Юдзу нэмбуиу-сю. Дзёдо-сю, Дзёдо-синсю, Дзи-сю - идеологи к-рых предлагали несколько отличные друг от друга трактовки основополагающих амидаистских догм. [Источник: словарь буддийских терминов (1).]</p>"
АМИТАБХА,"<p><b>Амитабха</b> [<i>санскр.</i>] — Неизмеримый Свет.</p><p><b>АМИТАБХА</b> (санскр.) — будда в мифологии махаяны и ваджраяны, олицетворение неизмеримого света. В текстах хинаяны о нем нет упоминаний. Культ его возник в Индии в первые века н. э. А. - создатель и владыка рая Сукхавати, в к-ром могут возрождаться все страдающие и уверовавшие в могущество А. живые существа. В ваджраяне А. - один из 5 дхьяни-будд (см. Панча-татхагата). С ним ассоциируются: страна света - Запад, цвет - красный, животное - павлин, одно из 5 чувств - вкус, элемент - огонь. Эманация А.  - бодхисаттва Авалокитешвара, земное воплощение - Будда Шакьямуни, а по мнению последователей гелугпа - также и Панчен-лама. Символ А. - нищий будд. монах с патрой, его женское соответствие (праджня) - Пандаравасини. Обычно А. изображается сидящим на троне в виде павлина в позе созерцания с монашеской чашей для сбора подаяний в руках. Его культ развит в Японии (см. Амидаизм), Тибете, Монголии, Бурятии. [Источник: словарь буддийских терминов (1).]</p>"
АМЛА,"<p><b>Амла</b> [<i>санскр.</i>] — кислый, ответ.</p>"
АМОГАСИДДХИ,"<p><b>АМОГАСИДДХИ</b> (санскр.) — один из будд в будд. мифологии, олицетворение непогрешимой истины. В текстах махаяны и хинаяны не упоминается: в ваджраяне - один из 5 дхьяни-будд (см. Панча-татхагата). С А. ассоциированы: страна света - Север, цвет - зеленый, элемент - воздух, чувство - обоняние. Его животное - спутник - Гаруда, его праджня - Тара, его земное проявление - будда Майтрея. А. особенно популярен в Тибете и Монголии. [Источник: словарь буддийских терминов (1).]</p>"
АМОГХАВАДЖРА,"<p><b>АМОГХАВАДЖРА</b> (705 - 774) — инд. будд. монах, переселившийся в 720 в Китай и получивший там имя Букун. Один из ведущих теоретиков и практиков эзотерич. буддизма. Приобрел известность как переводчик на кит. язык сутр и трактатов (гл. обр. эзотерич.) с санскрита. У одного из учеников А. обучался яп. монах Кукай, основатель школы Сингон-сю. [Источник: словарь буддийских терминов (1).]</p>"
АМРИТА МАНТХАНА,"<p><b>Амрита мантхана</b> [<i>санскр.</i>] — нектар, всплывший на поверхность, когда ангелы и демоны пахтали океан.</p>"
АМРИТА,"<p><b>Амрита</b> (amrita) [<i>санскр.</i>] — нектар; отсутствие смерти; масло; амброзия; Мокша или Окончательное Освобождение.</p><p><b>АМРИТА</b> — «напиток бессмертия» – пища богов, подобная греческому нектару. [Источник: Бхагавад-Гита, словарь.]</p><p><b>АМРИТА</b> — сс. Бессмертие. Напиток бессмертия. Нектар. Эликсир богов. Амброзия. Боги (дева) и их старшие единокровные братья, сильные, но бесхитростные титаны - асуры вместе добыли амриту при пахтании молочного океана. Боги присвоили напиток, после чего началась вечная вражда между ними и асурами. Природа напитка не установлена. В буддизме амритой называют форму сознания, достигнув которой, адепт не испытывает страха (бхая) перед смертью (мритью, мрита, марана, чути), ощущая себя бессмертным (амрита, амара, амарана, амарта). Это состояние сопоставляют с нирваной. [Источник: словарь буддийских терминов (2).]</p>"
АМРИТАВИГРАХА,<p><b>Амритавиграха</b> [<i>санскр.</i>] — воплощение Бессмертия или неумирающая форма.</p>
АМРИТАМ,<p><b>Амритам</b> [<i>санскр.</i>] — бессмертие.</p>
АМРИТА-НАДИ,"<p><b>Амрита-Нади</b> [<i>санскр.</i>] — особый психический нерв, ответвляющийся от сердца.</p>"
АМРИТАНАНДА ТХЕРА,"<p><b>Амритананда Тхера</b> (р. 1918) — глава непальских буддистов. В 1936 получил посвящение в будд. монахи в г. Кушинаре. В 1940 стал махатхерой (т. е. великим тхерой) на Шри-Ланке. В 1951 основал Всенепальское общество будд. монахов, в 1952 - будд. колледж. В наст. вр. в Непале живет 70 будд. монахов, из них 60 - тхеравадины, имеется 28 вихар. [Источник: словарь буддийских терминов (1).]</p>"
АМРИТАТТВА,<p><b>Амритаттва</b> [<i>санскр.</i>] — состояние бессмертия.</p>
АМУКХЬЯ-КАРАНА,<p><b>Амукхья-Карана</b> [<i>санскр.</i>] — второстепеная причина; меньшая причина; непринципиальная причина.</p>
АМУЛЬЯ,<p><b>Амулья</b> [<i>санскр.</i>] — бесценный.</p>
АМУРТА,<p><b>Амурта</b> [<i>санскр.</i>] — без формы.</p>
АМША,"<p><b>Амша</b> [<i>санскр.</i>] — часть, порция.</p>"
АМШЕНА,<p><b>Амшена</b> [<i>санскр.</i>] — часть.</p>
АН,<p><b>Ан</b> [<i>санскр.</i>] — лишённые большого количества; противоположность.</p>
АНА,"<p><b>Ана[<i>санскр.</i>]монета</b> (мелкая) 1/16 рупии, была до 1957г; осторожно, вход, платье.</p>"
АНАБХИГХАТА,"<p><b>Анабхигхата</b> [<i>санскр.</i>] — несопротивление, неразрушаемость, прекращение беспокойства.</p>"
АНАБХИДЬЯ,"<p><b>Анабхидья</b> [<i>санскр.</i>] — не жаждать чужой пищи; не обдумывать бесполезные мысли; не размышление над неприятностями, полученными от другого.</p>"
АНАБХИСНЕХА,<p><b>Анабхиснеха</b> [<i>санскр.</i>] — холод.</p>
АНАВАДХАНА,<p><b>Анавадхана</b> [<i>санскр.</i>] — невнимание.</p>
АНАВАДХАРАНАМ,<p><b>Анавадхаранам</b> [<i>санскр.</i>] — непостижимый.</p>
АНАВАСАДА,<p><b>Анавасада</b> [<i>санскр.</i>] — бодрость; неудручённый.</p>
